sample	strainID	evo_hist	count_correct_thresh	f_thresh	target_f_masterplate	replicate	strep_conc	transfers	n_species	community_type	plate_well	batch
T01_1_0	HAMBI_0403	anc	4123	0.3457732304595773	0.8	1	0	8	3	experiment	01E	run20240711
T01_1_0	HAMBI_1287	anc	4923	0.4128648104662865	0.1	1	0	8	3	experiment	01E	run20240711
T01_1_0	HAMBI_1896	anc	2878	0.24136195907413618	0.1	1	0	8	3	experiment	01E	run20240711
T01_2_0	HAMBI_0403	anc	4040	0.2964920005871129	0.8	2	0	8	3	experiment	01E	run20240711
T01_2_0	HAMBI_1287	anc	6344	0.46558050785263466	0.1	2	0	8	3	experiment	01E	run20240711
T01_2_0	HAMBI_1896	anc	3242	0.23792749156025245	0.1	2	0	8	3	experiment	01E	run20240711
T01_s_0	HAMBI_0403	anc	5880	0.7075812274368231	0.8	1	NA	0	3	masterplate	01E	run20240711
T01_s_0	HAMBI_1287	anc	1160	0.13959085439229843	0.1	1	NA	0	3	masterplate	01E	run20240711
T01_s_0	HAMBI_1896	anc	1270	0.15282791817087846	0.1	1	NA	0	3	masterplate	01E	run20240711
T02_1_0	HAMBI_0403	anc	0	0	0.1	1	0	8	3	experiment	05A	run20240711
T02_1_0	HAMBI_1287	anc	5385	0.46659734858331164	0.8	1	0	8	3	experiment	05A	run20240711
T02_1_0	HAMBI_1896	anc	6156	0.5334026514166883	0.1	1	0	8	3	experiment	05A	run20240711
T02_2_0	HAMBI_0403	anc	0	0	0.1	2	0	8	3	experiment	05A	run20240711
T02_2_0	HAMBI_1287	anc	9465	0.6291963039287376	0.8	2	0	8	3	experiment	05A	run20240711
T02_2_0	HAMBI_1896	anc	5578	0.3708036960712624	0.1	2	0	8	3	experiment	05A	run20240711
T02_s_0	HAMBI_0403	anc	1349	0.11735537190082644	0.1	1	NA	0	3	masterplate	05A	run20240711
T02_s_0	HAMBI_1287	anc	7831	0.6812527185732927	0.8	1	NA	0	3	masterplate	05A	run20240711
T02_s_0	HAMBI_1896	anc	2315	0.20139190952588082	0.1	1	NA	0	3	masterplate	05A	run20240711
T03_1_0	HAMBI_0403	anc	0	0	0.1	1	0	8	3	experiment	01A	run20240711
T03_1_0	HAMBI_1287	anc	6283	0.5924005280030171	0.1	1	0	8	3	experiment	01A	run20240711
T03_1_0	HAMBI_1896	anc	4323	0.4075994719969828	0.8	1	0	8	3	experiment	01A	run20240711
T03_2_0	HAMBI_0403	anc	0	0	0.1	2	0	8	3	experiment	01A	run20240711
T03_2_0	HAMBI_1287	anc	8090	0.5315374507227333	0.1	2	0	8	3	experiment	01A	run20240711
T03_2_0	HAMBI_1896	anc	7130	0.46846254927726677	0.8	2	0	8	3	experiment	01A	run20240711
T03_s_0	HAMBI_0403	anc	964	0.09256769733051662	0.1	1	NA	0	3	masterplate	01A	run20240711
T03_s_0	HAMBI_1287	anc	1116	0.1071634338390628	0.1	1	NA	0	3	masterplate	01A	run20240711
T03_s_0	HAMBI_1896	anc	8334	0.8002688688304206	0.8	1	NA	0	3	masterplate	01A	run20240711
T04_1_0	HAMBI_0403	evo	0	0	0.8	1	0	8	3	experiment	01F	run20240711
T04_1_0	HAMBI_1287	anc	5554	1	0.1	1	0	8	3	experiment	01F	run20240711
T04_1_0	HAMBI_1896	anc	0	0	0.1	1	0	8	3	experiment	01F	run20240711
T04_2_0	HAMBI_0403	evo	3193	0.4084687220161187	0.8	2	0	8	3	experiment	01F	run20240711
T04_2_0	HAMBI_1287	anc	3550	0.4541384162722272	0.1	2	0	8	3	experiment	01F	run20240711
T04_2_0	HAMBI_1896	anc	1074	0.13739286171165407	0.1	2	0	8	3	experiment	01F	run20240711
T04_s_0	HAMBI_0403	evo	4260	0.7744046536993274	0.8	1	NA	0	3	masterplate	01F	run20240711
T04_s_0	HAMBI_1287	anc	404	0.07344119251045264	0.1	1	NA	0	3	masterplate	01F	run20240711
T04_s_0	HAMBI_1896	anc	837	0.15215415379021996	0.1	1	NA	0	3	masterplate	01F	run20240711
T05_1_0	HAMBI_0403	evo	0	0	0.1	1	0	8	3	experiment	05B	run20240711
T05_1_0	HAMBI_1287	anc	5413	0.5401656521305259	0.8	1	0	8	3	experiment	05B	run20240711
T05_1_0	HAMBI_1896	anc	4608	0.4598343478694741	0.1	1	0	8	3	experiment	05B	run20240711
T05_2_0	HAMBI_0403	evo	0	0	0.1	2	0	8	3	experiment	05B	run20240711
T05_2_0	HAMBI_1287	anc	7138	0.6946282600233554	0.8	2	0	8	3	experiment	05B	run20240711
T05_2_0	HAMBI_1896	anc	3138	0.30537173997664463	0.1	2	0	8	3	experiment	05B	run20240711
T05_s_0	HAMBI_0403	evo	1709	0.13571031525450647	0.1	1	NA	0	3	masterplate	05B	run20240711
T05_s_0	HAMBI_1287	anc	8147	0.6469467164297625	0.8	1	NA	0	3	masterplate	05B	run20240711
T05_s_0	HAMBI_1896	anc	2737	0.21734296831573097	0.1	1	NA	0	3	masterplate	05B	run20240711
T06_1_0	HAMBI_0403	evo	0	0	0.1	1	0	8	3	experiment	01B	run20240711
T06_1_0	HAMBI_1287	anc	7557	0.6038836503116509	0.1	1	0	8	3	experiment	01B	run20240711
T06_1_0	HAMBI_1896	anc	4957	0.396116349688349	0.8	1	0	8	3	experiment	01B	run20240711
T06_2_0	HAMBI_0403	evo	0	0	0.1	2	0	8	3	experiment	01B	run20240711
T06_2_0	HAMBI_1287	anc	6906	0.6888090963494913	0.1	2	0	8	3	experiment	01B	run20240711
T06_2_0	HAMBI_1896	anc	3120	0.31119090365050867	0.8	2	0	8	3	experiment	01B	run20240711
T06_s_0	HAMBI_0403	evo	1227	0.1035180966843837	0.1	1	NA	0	3	masterplate	01B	run20240711
T06_s_0	HAMBI_1287	anc	1055	0.08900700244663798	0.1	1	NA	0	3	masterplate	01B	run20240711
T06_s_0	HAMBI_1896	anc	9571	0.8074749008689783	0.8	1	NA	0	3	masterplate	01B	run20240711
T07_s_0	HAMBI_0403	anc	8051	0.7664699162223915	0.8	1	NA	0	3	masterplate	07E	run20240711
T07_s_0	HAMBI_1287	evo	589	0.05607387661843107	0.1	1	NA	0	3	masterplate	07E	run20240711
T07_s_0	HAMBI_1896	anc	1864	0.17745620715917745	0.1	1	NA	0	3	masterplate	07E	run20240711
T08_s_0	HAMBI_0403	anc	1273	0.17253998373542967	0.1	1	NA	0	3	masterplate	05C	run20240711
T08_s_0	HAMBI_1287	evo	4684	0.6348603957712117	0.8	1	NA	0	3	masterplate	05C	run20240711
T08_s_0	HAMBI_1896	anc	1421	0.19259962049335863	0.1	1	NA	0	3	masterplate	05C	run20240711
T09_s_0	HAMBI_0403	anc	1026	0.1165644171779141	0.1	1	NA	0	3	masterplate	01C	run20240711
T09_s_0	HAMBI_1287	evo	841	0.09554646671211088	0.1	1	NA	0	3	masterplate	01C	run20240711
T09_s_0	HAMBI_1896	anc	6935	0.787889116109975	0.8	1	NA	0	3	masterplate	01C	run20240711
T10_s_0	HAMBI_0403	evo	4930	0.7379134860050891	0.8	1	NA	0	3	masterplate	07F	run20240711
T10_s_0	HAMBI_1287	evo	512	0.07663523424637031	0.1	1	NA	0	3	masterplate	07F	run20240711
T10_s_0	HAMBI_1896	anc	1239	0.18545127974854064	0.1	1	NA	0	3	masterplate	07F	run20240711
T11_s_0	HAMBI_0403	evo	1368	0.2472885032537961	0.1	1	NA	0	3	masterplate	05D	run20240711
T11_s_0	HAMBI_1287	evo	1313	0.2373463485177151	0.8	1	NA	0	3	masterplate	05D	run20240711
T11_s_0	HAMBI_1896	anc	2851	0.5153651482284888	0.1	1	NA	0	3	masterplate	05D	run20240711
T12_s_0	HAMBI_0403	evo	647	0.09622248661511006	0.1	1	NA	0	3	masterplate	01D	run20240711
T12_s_0	HAMBI_1287	evo	489	0.07272456870910173	0.1	1	NA	0	3	masterplate	01D	run20240711
T12_s_0	HAMBI_1896	anc	5588	0.8310529446757883	0.8	1	NA	0	3	masterplate	01D	run20240711
T13_1_0	HAMBI_0403	anc	0	0	0.8	1	0	8	3	experiment	02E	run20240711
T13_1_0	HAMBI_1287	anc	5709	0.9080642595832671	0.1	1	0	8	3	experiment	02E	run20240711
T13_1_0	HAMBI_1896	evo	578	0.09193574041673294	0.1	1	0	8	3	experiment	02E	run20240711
T13_2_0	HAMBI_0403	anc	0	0	0.8	2	0	8	3	experiment	02E	run20240711
T13_2_0	HAMBI_1287	anc	9023	0.9257207345850005	0.1	2	0	8	3	experiment	02E	run20240711
T13_2_0	HAMBI_1896	evo	724	0.07427926541499949	0.1	2	0	8	3	experiment	02E	run20240711
T13_s_0	HAMBI_0403	anc	5183	0.7693335312453614	0.8	1	NA	0	3	masterplate	02E	run20240711
T13_s_0	HAMBI_1287	anc	502	0.07451387858097076	0.1	1	NA	0	3	masterplate	02E	run20240711
T13_s_0	HAMBI_1896	evo	1052	0.1561525901736678	0.1	1	NA	0	3	masterplate	02E	run20240711
T14_1_0	HAMBI_0403	anc	0	0	0.1	1	0	8	3	experiment	06A	run20240711
T14_1_0	HAMBI_1287	anc	8542	0.9342666520835612	0.8	1	0	8	3	experiment	06A	run20240711
T14_1_0	HAMBI_1896	evo	601	0.06573334791643881	0.1	1	0	8	3	experiment	06A	run20240711
T14_2_0	HAMBI_0403	anc	0	0	0.1	2	0	8	3	experiment	06A	run20240711
