sample	strainID	evo_hist	count_correct_thresh	f_thresh	target_f_masterplate	replicate	strep_conc	transfers	n_species	community_type	plate_well	batch
P01_1_0	HAMBI_0403	anc	0	0	0.9	1	0	8	2	experiment	01A	run20240711
P01_1_0	HAMBI_1977	anc	10885	1	0.1	1	0	8	2	experiment	01A	run20240711
P01_1_16	HAMBI_0403	anc	0	0	0.9	1	16	8	2	experiment	01A	run20240711
P01_1_16	HAMBI_1977	anc	8498	1	0.1	1	16	8	2	experiment	01A	run20240711
P01_1_64	HAMBI_0403	anc	13943	1	0.9	1	64	8	2	experiment	01A	run20240711
P01_1_64	HAMBI_1977	anc	0	0	0.1	1	64	8	2	experiment	01A	run20240711
P01_2_0	HAMBI_0403	anc	0	0	0.9	2	0	8	2	experiment	02A	run20240711
P01_2_0	HAMBI_1977	anc	11573	1	0.1	2	0	8	2	experiment	02A	run20240711
P01_2_16	HAMBI_0403	anc	0	0	0.9	2	16	8	2	experiment	02A	run20240711
P01_2_16	HAMBI_1977	anc	8697	1	0.1	2	16	8	2	experiment	02A	run20240711
P01_2_64	HAMBI_0403	anc	9250	1	0.9	2	64	8	2	experiment	02A	run20240711
P01_2_64	HAMBI_1977	anc	0	0	0.1	2	64	8	2	experiment	02A	run20240711
P01_s_0	HAMBI_0403	anc	9369	0.8896591016997436	0.9	1	NA	0	2	masterplate	01A	run20240711
P01_s_0	HAMBI_1977	anc	1162	0.11034089830025638	0.1	1	NA	0	2	masterplate	01A	run20240711
P02_1_0	HAMBI_0403	anc	0	0	0.9	1	0	8	2	experiment	02B	run20240711
P02_1_0	HAMBI_1977	evo	11394	1	0.1	1	0	8	2	experiment	02B	run20240711
P02_1_16	HAMBI_0403	anc	0	0	0.9	1	16	8	2	experiment	02B	run20240711
P02_1_16	HAMBI_1977	evo	8569	1	0.1	1	16	8	2	experiment	02B	run20240711
P02_1_256	HAMBI_0403	anc	0	0	0.9	1	256	8	2	experiment	02B	run20240711
P02_1_256	HAMBI_1977	evo	11213	1	0.1	1	256	8	2	experiment	02B	run20240711
P02_1_64	HAMBI_0403	anc	0	0	0.9	1	64	8	2	experiment	02B	run20240711
