plate_name	plate_number	bioscreen_well	replicate	sp_hist	strep_conc	sp_filtrate
bioscreen_pairwise_filtrates_01	1	49	4	ANC_1287	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	50	5	ANC_1287	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	51	1	ANC_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	52	2	ANC_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	53	3	ANC_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	54	4	ANC_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	55	5	ANC_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	56	1	ANC_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	57	2	ANC_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	58	3	ANC_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	59	4	ANC_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	60	5	ANC_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_01	1	61	1	ANC_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	62	2	ANC_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	63	3	ANC_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	64	4	ANC_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	65	5	ANC_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	66	1	ANC_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	67	2	ANC_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	68	3	ANC_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	69	4	ANC_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	70	5	ANC_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	71	1	ANC_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	72	2	ANC_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	73	3	ANC_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	74	4	ANC_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	75	5	ANC_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	76	1	ANC_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	77	2	ANC_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	78	3	ANC_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	79	4	ANC_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	80	5	ANC_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_01	1	81	1	ANC_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	82	2	ANC_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	83	3	ANC_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	84	4	ANC_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	85	5	ANC_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	86	1	ANC_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	87	2	ANC_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	88	3	ANC_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	89	4	ANC_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	90	5	ANC_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	91	1	ANC_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	92	2	ANC_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	93	3	ANC_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	94	4	ANC_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	95	5	ANC_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	96	1	ANC_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	97	2	ANC_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	98	3	ANC_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	99	4	ANC_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_01	1	100	5	ANC_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_01	2	101	1	ANC_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	102	2	ANC_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	103	3	ANC_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	104	4	ANC_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	105	5	ANC_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	106	1	ANC_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	107	2	ANC_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	108	3	ANC_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	109	4	ANC_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	110	5	ANC_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	111	1	ANC_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	112	2	ANC_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	113	3	ANC_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	114	4	ANC_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	115	5	ANC_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	116	1	ANC_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	117	2	ANC_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	118	3	ANC_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	119	4	ANC_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	120	5	ANC_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_01	2	121	1	ANC_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	122	2	ANC_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	123	3	ANC_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	124	4	ANC_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	125	5	ANC_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	126	1	ANC_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	127	2	ANC_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	128	3	ANC_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	129	4	ANC_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	130	5	ANC_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	131	1	ANC_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	132	2	ANC_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	133	3	ANC_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	134	4	ANC_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	135	5	ANC_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	136	1	ANC_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	137	2	ANC_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	138	3	ANC_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	139	4	ANC_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	140	5	ANC_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_01	2	141	1	ANC_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	142	2	ANC_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	143	3	ANC_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	144	4	ANC_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	145	5	ANC_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	146	1	ANC_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	147	2	ANC_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	148	3	ANC_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	149	4	ANC_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	150	5	ANC_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	151	1	ANC_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	152	2	ANC_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	153	3	ANC_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	154	4	ANC_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	155	5	ANC_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	156	1	ANC_1977	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	157	2	ANC_1977	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	158	3	ANC_1977	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	159	4	ANC_1977	NA	EVO_1977
bioscreen_pairwise_filtrates_01	2	160	5	ANC_1977	NA	EVO_1977
bioscreen_pairwise_filtrates_02	1	1	1	EVO_0403	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	2	2	EVO_0403	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	3	3	EVO_0403	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	4	4	EVO_0403	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	5	5	EVO_0403	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	6	1	EVO_1287	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	7	2	EVO_1287	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	8	3	EVO_1287	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	9	4	EVO_1287	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	10	5	EVO_1287	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	11	1	EVO_1896	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	12	2	EVO_1896	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	13	3	EVO_1896	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	14	4	EVO_1896	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	15	5	EVO_1896	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	16	1	EVO_1977	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	17	2	EVO_1977	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	18	3	EVO_1977	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	19	4	EVO_1977	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	20	5	EVO_1977	NA	ANC_0403
bioscreen_pairwise_filtrates_02	1	21	1	EVO_0403	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	22	2	EVO_0403	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	23	3	EVO_0403	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	24	4	EVO_0403	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	25	5	EVO_0403	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	26	1	EVO_1287	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	27	2	EVO_1287	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	28	3	EVO_1287	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	29	4	EVO_1287	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	30	5	EVO_1287	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	31	1	EVO_1896	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	32	2	EVO_1896	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	33	3	EVO_1896	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	34	4	EVO_1896	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	35	5	EVO_1896	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	36	1	EVO_1977	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	37	2	EVO_1977	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	38	3	EVO_1977	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	39	4	EVO_1977	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	40	5	EVO_1977	NA	EVO_0403
bioscreen_pairwise_filtrates_02	1	41	1	EVO_0403	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	42	2	EVO_0403	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	43	3	EVO_0403	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	44	4	EVO_0403	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	45	5	EVO_0403	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	46	1	EVO_1287	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	47	2	EVO_1287	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	48	3	EVO_1287	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	49	4	EVO_1287	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	50	5	EVO_1287	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	51	1	EVO_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	52	2	EVO_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	53	3	EVO_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	54	4	EVO_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	55	5	EVO_1896	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	56	1	EVO_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	57	2	EVO_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	58	3	EVO_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	59	4	EVO_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	60	5	EVO_1977	NA	ANC_1287
bioscreen_pairwise_filtrates_02	1	61	1	EVO_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	62	2	EVO_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	63	3	EVO_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	64	4	EVO_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	65	5	EVO_0403	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	66	1	EVO_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	67	2	EVO_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	68	3	EVO_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	69	4	EVO_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	70	5	EVO_1287	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	71	1	EVO_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	72	2	EVO_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	73	3	EVO_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	74	4	EVO_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	75	5	EVO_1896	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	76	1	EVO_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	77	2	EVO_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	78	3	EVO_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	79	4	EVO_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	80	5	EVO_1977	NA	EVO_1287
bioscreen_pairwise_filtrates_02	1	81	1	EVO_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	82	2	EVO_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	83	3	EVO_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	84	4	EVO_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	85	5	EVO_0403	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	86	1	EVO_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	87	2	EVO_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	88	3	EVO_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	89	4	EVO_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	90	5	EVO_1287	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	91	1	EVO_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	92	2	EVO_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	93	3	EVO_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	94	4	EVO_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	95	5	EVO_1896	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	96	1	EVO_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	97	2	EVO_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	98	3	EVO_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	99	4	EVO_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_02	1	100	5	EVO_1977	NA	ANC_1896
bioscreen_pairwise_filtrates_02	2	101	1	EVO_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	102	2	EVO_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	103	3	EVO_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	104	4	EVO_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	105	5	EVO_0403	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	106	1	EVO_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	107	2	EVO_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	108	3	EVO_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	109	4	EVO_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	110	5	EVO_1287	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	111	1	EVO_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	112	2	EVO_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	113	3	EVO_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	114	4	EVO_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	115	5	EVO_1896	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	116	1	EVO_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	117	2	EVO_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	118	3	EVO_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	119	4	EVO_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	120	5	EVO_1977	NA	EVO_1896
bioscreen_pairwise_filtrates_02	2	121	1	EVO_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	122	2	EVO_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	123	3	EVO_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	124	4	EVO_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	125	5	EVO_0403	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	126	1	EVO_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	127	2	EVO_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	128	3	EVO_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	129	4	EVO_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	130	5	EVO_1287	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	131	1	EVO_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	132	2	EVO_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	133	3	EVO_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	134	4	EVO_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	135	5	EVO_1896	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	136	1	EVO_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	137	2	EVO_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	138	3	EVO_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	139	4	EVO_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	140	5	EVO_1977	NA	ANC_1977
bioscreen_pairwise_filtrates_02	2	141	1	EVO_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	142	2	EVO_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	143	3	EVO_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	144	4	EVO_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	145	5	EVO_0403	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	146	1	EVO_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	147	2	EVO_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	148	3	EVO_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	149	4	EVO_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	150	5	EVO_1287	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	151	1	EVO_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	152	2	EVO_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	153	3	EVO_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	154	4	EVO_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	155	5	EVO_1896	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	156	1	EVO_1977	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	157	2	EVO_1977	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	158	3	EVO_1977	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	159	4	EVO_1977	NA	EVO_1977
bioscreen_pairwise_filtrates_02	2	160	5	EVO_1977	NA	EVO_1977
